YearTerm,Subject,Number,Course Title,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Primary Instructor
2019-sp,PSYC,465,Personality and Soc Dev,16,11,2,7,10,4,4,3,4,0,1,1,2,0,"McConney, Marc"
2019-sp,PSYC,496,IntroCounselingParaprofessProg,0,16,4,1,1,0,0,0,0,0,0,0,0,0,"Hunter, Carla D"
2019-sp,PSYC,496,Schizotypy & Schizophrenia,0,15,4,2,8,1,0,1,0,0,0,0,1,0,"Kwapil, Thomas R"
2019-sp,PSYC,507,Statistical Methods II,0,17,4,2,6,1,0,1,0,0,0,0,0,0,"Koehn, Hans F"
2019-sp,REHB,330,Disability in American Society,16,15,10,6,8,7,6,2,1,4,1,1,0,2,"Rice, Laura A"
2019-sp,REHB,435,Work and Disability,6,9,2,5,0,0,1,2,3,0,1,0,1,0,"Greco, Chelsea E"
2019-sp,REL,109,Religion & Society in West II,32,27,17,3,2,5,1,0,0,0,0,1,4,0,"Rosenstock, Bruce"
2019-sp,REL,110,World Religions,7,12,4,6,0,0,0,1,0,0,0,0,0,0,"Ott, Beau C"
2019-sp,REL,110,World Religions,12,10,2,0,2,3,1,0,0,0,0,0,0,0,"Acar, Asena"
2019-sp,REL,110,World Religions,11,7,3,3,3,2,0,1,0,0,0,0,0,0,"Acar, Asena"
2019-sp,REL,110,World Religions,5,8,8,0,3,1,0,2,0,0,0,0,0,0,"Ott, Beau C"
2019-sp,REL,110,World Religions,6,7,4,3,4,0,0,0,0,0,0,0,0,0,"Acar, Asena"
2019-sp,REL,110,World Religions,10,7,4,3,1,1,1,0,1,0,0,0,0,0,"Ellingson, Hannah G"
2019-sp,REL,110,World Religions,0,25,0,0,2,0,0,0,0,0,1,0,0,0,"Scheele, Genevieve V"
2019-sp,REL,110,World Religions,1,15,2,1,5,0,0,0,0,0,0,0,1,0,"Scheele, Genevieve V"
2019-sp,REL,110,World Religions,14,5,3,1,1,0,1,0,0,0,0,0,0,0,"Marshall, Levi Y"
2019-sp,REL,110,World Religions,4,6,7,5,4,0,0,0,1,0,0,0,0,0,"Wetherholt, Heather M"
2019-sp,REL,110,World Religions,5,12,5,4,2,1,0,0,0,0,0,0,1,0,"Wetherholt, Heather M"
2019-sp,REL,110,World Religions,6,5,4,2,4,2,1,0,0,0,0,1,1,0,"Ellingson, Hannah G"
2019-sp,REL,110,World Religions,5,10,2,3,4,3,0,0,0,0,0,0,0,0,"Mandayam Comar, Janani"
2019-sp,REL,110,World Religions,4,7,5,5,3,3,0,1,0,0,0,0,0,0,"Mandayam Comar, Janani"
2019-sp,REL,110,World Religions,6,15,5,1,1,2,0,0,0,0,0,0,0,0,"Ott, Beau C"
2019-sp,REL,110,World Religions,14,6,0,0,0,1,0,2,0,0,0,0,1,0,"Marshall, Levi Y"
2019-sp,REL,132,Zen,2,11,8,7,3,0,0,0,0,0,0,0,0,0,"Mayer, Alexander L"
2019-sp,REL,208,Cultures & Lits of South Asia,0,46,0,0,1,0,0,0,0,0,0,0,0,0,"Mehta, Rini B"
2019-sp,REL,235,History of Religion in America,0,6,5,2,4,2,1,1,0,0,0,0,0,0,"Ebel, Jonathan H"
2019-sp,REL,287,Introduction to Buddhism,0,1,7,4,6,6,2,3,1,1,1,1,1,0,"Callahan, Christopher T"
2019-sp,RHET,233,Adv Rhetoric & Composition,0,7,6,3,3,3,1,0,0,0,0,0,0,0,"Hurley, Michael J"
2019-sp,RHET,233,Adv Rhetoric & Composition,3,10,5,3,2,0,0,0,0,0,0,0,1,0,"Beilstein, Paul E"
2019-sp,RST,100,RST in Modern Society,4,22,16,20,19,17,12,15,9,3,2,0,4,0,"Shinew, Kimberly J"
2019-sp,RST,101,Orientation to RST,0,41,0,0,14,0,0,6,0,0,2,0,3,0,"Pyrz, Patty S"
2019-sp,RST,120,"Parks, Recreation, Environment",6,4,2,0,7,1,2,2,1,1,0,0,0,0,"Rigolon, Alessandro"
2019-sp,RST,130,Foundations of Sport Mgt,0,5,20,11,26,5,8,7,1,0,4,0,6,0,"Raycraft, Michael"
2019-sp,RST,150,Foundations of Tourism,0,1,9,4,6,3,2,0,2,0,0,0,0,0,"Milazzo, Liselle A"
2019-sp,RST,199,Coaching Wheelchair Bsktbll,8,6,9,7,5,9,4,3,2,0,0,0,4,0,"Wheeler, Stephanie L"
2019-sp,RST,199,Tech Innovations For the Exper,0,25,0,0,7,0,0,3,0,0,1,0,0,0,"Browning, Matthew"
2019-sp,RST,199,Tech Innovations For the Exper,0,49,0,0,7,0,0,2,0,0,1,0,3,1,"Browning, Matthew"
2019-sp,RST,199,Disability in RST,37,44,21,18,12,12,7,3,3,4,0,3,5,2,"Wachter, Cynthia J"
2019-sp,RST,199,Sport Brand Management,0,6,7,9,17,4,3,4,1,0,0,0,2,1,"Woolf, Julian R"
2019-sp,RST,199,Sport & Sustainability,0,12,2,0,4,0,1,2,1,0,0,0,0,0,"Raycraft, Michael"
2019-sp,RST,200,Leadership in RST,1,24,0,0,11,0,0,7,0,0,0,0,1,0,"Hardin, Donald R"
2019-sp,RST,200,Leadership in RST,0,31,0,0,18,0,0,4,0,0,2,0,1,0,"Hardin, Donald R"
2019-sp,RST,230,Diversity in RST,11,21,7,7,13,5,5,9,0,0,2,2,6,0,"Stodolska, Monika"
2019-sp,RST,240,Finance in RST,16,19,25,11,24,24,3,7,0,0,0,0,1,0,"Schiller, Kerri R"
2019-sp,RST,242,Nature and American Culture,0,392,0,0,37,0,0,8,0,0,5,0,4,0,"Farr, Jeffrey R"
2019-sp,RST,242,Nature and American Culture,1,494,0,0,100,0,0,39,0,0,10,0,39,0,"Farr, Jeffrey R"
2019-sp,RST,255,Ethical Issues in RST,0,12,0,0,16,0,0,11,0,0,6,0,7,0,"Hardin, Donald R"
2019-sp,RST,316,Leisure and Human Development,4,16,3,7,7,3,2,3,0,2,1,0,1,0,"Wachter, Cynthia J"
2019-sp,RST,325,Marketing in RST,0,10,6,4,18,3,4,11,2,0,0,0,0,0,"Raycraft, Michael"
2019-sp,RST,335,Leisure and Consumer Culture,6,5,14,13,9,5,1,5,2,1,3,2,2,0,"Wachter, Cynthia J"
2019-sp,RST,340,Facility Management in RST,6,29,4,0,3,1,0,0,1,0,0,0,0,0,"Deterding, Robyn M"
2019-sp,RST,354,Legal Aspects of Sport,2,6,6,4,9,2,2,2,1,0,0,0,1,0,"Liechty, Toni"
2019-sp,RST,360,Communication in RST,0,29,0,0,41,0,0,5,0,0,2,0,1,0,"Payne, Laura"
2019-sp,RST,370,Research Methods & Analysis,6,2,6,4,9,2,5,2,1,0,3,0,0,0,"Berdychevsky Ku, Yelyzave"
2019-sp,RST,393,Event Implementation and Eval,7,36,2,3,5,0,3,0,0,1,1,0,0,0,"Deterding, Robyn M"
2019-sp,RST,410,Strategic Thinking in RST,0,1,10,9,11,6,3,0,0,1,1,0,1,1,"Welty-Peachey, Jon"
2019-sp,RST,429,Contemporary Issues in RST,0,5,2,2,14,6,3,10,5,0,2,0,2,0,"Stewart, William P"
2019-sp,RST,460,Event Management in RST,0,3,7,6,6,1,3,2,1,0,0,0,1,1,"Raycraft, Michael"
2019-sp,RST,480,Orientation to Practicum,11,7,6,10,5,0,7,3,0,1,0,1,1,0,"Lizzo, Robin D"
2019-sp,RUSS,323,Tolstoy,2,15,9,6,4,3,0,0,2,0,0,0,1,1,"Sobol, Valeria"
2019-sp,SBC,504,Managing Projects & Teams,3,20,8,3,1,1,0,1,0,1,0,0,0,0,"Taghaboni-Dutta, Fataneh"
2019-sp,SBC,506,Measurement and Evaluation,13,14,8,1,0,2,0,0,0,0,1,0,0,0,"Vargas, Patrick T"
2019-sp,SCAN,225,Vikings to Volvos: Scandinavia,0,15,4,2,2,1,0,0,0,0,0,0,0,1,"Malekin, Bjorn"
2019-sp,SE,101,Engineering Graphics & Design,8,21,11,5,9,7,6,4,4,0,1,0,0,0,"Goldstein, Molly H"
2019-sp,SE,101,Engineering Graphics & Design,3,24,14,22,11,8,1,4,3,3,3,0,1,0,"Goldstein, Molly H"
2019-sp,SE,261,Business Side of Engineering,0,23,0,0,27,0,0,8,0,0,3,0,2,0,"Wildblood, Harry S"
2019-sp,SE,311,Engineering Design Analysis,0,16,4,9,18,8,5,2,0,0,2,1,1,0,"Reis, Henrique M"
2019-sp,SE,312,Instrumentation and Test Lab,5,9,7,9,14,9,0,7,0,0,3,1,1,0,"Reis, Henrique M"
2019-sp,SE,400,Engineering Law,0,13,11,10,2,3,1,0,0,0,0,0,0,0,"Barich, Joseph M"
2019-sp,SE,422,Robot Dynamics and Control,1,4,6,7,5,0,2,0,0,0,0,0,0,0,"Stipanovic, Dusan M"
2019-sp,SE,423,Mechatronics,5,16,2,2,10,3,0,0,2,0,0,0,1,0,"Block, Daniel J"
2019-sp,SE,424,State Space Design for Control,3,13,10,7,17,7,3,2,1,1,0,0,0,0,"Beck, Carolyn L"
2019-sp,SE,494,Senior Engineering Project I,6,22,16,0,3,3,0,0,0,0,0,0,0,0,"Wildblood, Harry S"
2019-sp,SE,495,Senior Engineering Project II,9,39,6,2,0,0,0,0,0,0,0,0,0,0,"Wildblood, Harry S"
2019-sp,SHS,120,"Child, Comm, & Lang Ability",3,17,0,0,11,0,0,4,0,0,0,0,0,1,"Hadley, Pamela A"
2019-sp,SHS,120,"Child, Comm, & Lang Ability",0,69,0,0,10,0,0,4,0,0,1,0,1,0,"Wachtel, Jayne M"
2019-sp,SHS,120,"Child, Comm, & Lang Ability",0,64,0,0,21,0,0,3,0,0,2,0,2,0,"Wachtel, Jayne M"
2019-sp,SHS,120,"Child, Comm, & Lang Ability",0,64,0,0,18,0,0,2,0,0,0,0,3,0,"Wachtel, Jayne M"
2019-sp,SHS,120,"Child, Comm, & Lang Ability",0,72,0,0,19,0,0,1,0,0,3,0,0,0,"Wachtel, Jayne M"
2019-sp,SHS,120,"Child, Comm, & Lang Ability",0,60,0,0,17,0,0,3,0,0,0,0,4,0,"Wachtel, Jayne M"
2019-sp,SHS,120,"Child, Comm, & Lang Ability",0,73,0,0,12,0,0,3,0,0,2,0,2,0,"Wachtel, Jayne M"
2019-sp,SHS,121,American Sign Language I,1,3,3,6,2,2,3,0,0,0,0,1,1,0,"Kearney, Melissa"
2019-sp,SHS,121,American Sign Language I,0,18,2,3,1,0,0,0,0,0,0,0,0,0,"Dramin Weiss, Susan M"
2019-sp,SHS,170,Intro Hum Comm Sys & Disorders,2,18,24,4,30,13,5,10,3,0,2,0,0,0,"Kirk, Karen"
2019-sp,SHS,200,General Phonetics,28,14,7,11,6,4,2,3,3,1,0,1,0,0,"Lydon, Elizabeth A"
2019-sp,SHS,222,Lang&Culture Deaf Communities,11,19,6,1,2,0,1,0,0,1,1,0,0,0,"Davies Brenier, Laura"
2019-sp,SHS,222,Lang&Culture Deaf Communities,15,16,4,0,3,0,0,1,0,2,0,0,1,0,"Davies Brenier, Laura"
2019-sp,SHS,222,Lang&Culture Deaf Communities,13,15,6,1,3,0,2,0,0,0,0,1,0,0,"Black, Samantha K"
2019-sp,SHS,222,Lang&Culture Deaf Communities,10,17,5,4,2,2,1,0,2,0,0,0,1,0,"Black, Samantha K"
2019-sp,SHS,240,Intro Sound & Hearing Science,6,30,12,11,2,5,3,4,0,0,1,0,0,0,"Monson, Brian"
2019-sp,SHS,271,Communication and Aging,13,30,11,4,12,4,3,1,1,0,2,0,0,0,"Mudar, Raksha"
2019-sp,SHS,301,General Speech Science,2,39,11,9,7,5,3,1,0,1,3,0,0,0,"Bottalico, Pasquale"
2019-sp,SHS,321,American Sign Language III,2,7,1,3,4,5,0,0,0,0,0,0,0,0,"Dramin Weiss, Susan M"
2019-sp,SHS,352,Hearing Health and Society,0,50,0,0,1,0,0,0,0,0,0,0,0,0,"Chambers, Ronny D"
2019-sp,SHS,375,Comm Partners & Health,7,5,4,1,1,1,0,0,1,0,0,0,1,0,"Olson, Jaime L"
2019-sp,SHS,380,Comm Competence and Disorders,2,21,9,4,12,5,5,2,1,0,1,0,0,0,"Channell, Marie M"
2019-sp,SHS,385,Evidence-Based Practice in CSD,3,8,17,23,8,7,3,1,0,0,1,0,0,0,"Flaherty, Mary M"
2019-sp,SHS,427,Language and the Brain,1,9,9,8,4,7,1,2,0,0,0,0,1,0,"Aronoff, Justin E"
2019-sp,SHS,473,Augmentative & Alt Comm,0,32,31,12,12,2,0,2,0,0,0,0,0,0,"Hahn, Laura J"
2019-sp,SHS,571,Clinical Sociolinguistics,2,8,5,4,3,1,0,0,0,0,0,0,0,0,"Hengst, Julie A"
2019-sp,SHS,576,School Intrnshp Spch-Lang Path,11,10,0,2,0,0,0,0,0,0,0,0,0,0,"Dahman, Jennifer"
2019-sp,SHS,593,Inf Feeding / Craniofacial Dif,0,19,0,0,3,0,0,0,0,0,0,0,0,0,"Wachtel, Jayne M"
2019-sp,SOC,100,Introduction to Sociology,1,9,5,3,4,1,0,0,1,0,0,1,0,0,"Avalos, Miguel A"
2019-sp,SOC,100,Introduction to Sociology,3,5,5,3,2,4,3,1,0,0,1,0,0,0,"Copas, Katherine"
2019-sp,SOC,100,Introduction to Sociology,0,7,8,1,5,2,4,0,0,0,1,0,0,0,"Delanthamajalu, Shwetha"
2019-sp,SOC,100,Introduction to Sociology,1,7,7,6,4,2,0,0,0,0,1,0,2,0,"Copas, Katherine"
2019-sp,SOC,100,Introduction to Sociology,0,5,8,6,2,2,2,2,1,0,1,0,0,0,"Avalos, Miguel A"
2019-sp,SOC,100,Introduction to Sociology,0,3,7,3,2,3,3,2,1,0,1,0,0,0,"Avalos, Miguel A"
2019-sp,SOC,100,Introduction to Sociology,2,5,3,5,5,4,0,2,0,0,0,0,1,0,"Leicht, Kevin"
2019-sp,SOC,100,Introduction to Sociology,2,9,7,5,3,1,1,0,0,0,0,1,1,0,"Fieseler, Carlie M"
2019-sp,SOC,100,Introduction to Sociology,1,6,6,8,4,2,0,0,1,0,0,0,0,0,"Leicht, Kevin"
2019-sp,SOC,100,Introduction to Sociology,1,3,4,1,8,2,2,1,0,1,0,0,0,0,"Leicht, Kevin"
2019-sp,SOC,100,Introduction to Sociology,1,7,6,3,4,3,0,0,0,1,0,0,2,1,"Copas, Katherine"
2019-sp,SOC,100,Introduction to Sociology,4,3,7,4,5,0,0,1,0,2,0,0,2,0,"Delanthamajalu, Shwetha"
2019-sp,SOC,100,Introduction to Sociology,0,63,2,4,1,2,0,0,0,0,0,0,0,0,"Steward, Daniel J"
2019-sp,SOC,101,Sociology of Gender,2,7,9,3,3,4,1,3,3,1,2,0,1,1,"Krueger, Julie C"
2019-sp,SOC,160,Global Ineq and Social Change,2,9,16,2,7,0,0,3,0,0,0,0,2,1,"Peach, Matthew"
2019-sp,SOC,162,Intro to Intl Health Policy,7,14,8,4,4,2,0,0,0,0,1,0,3,0,"VanHeuvelen, Jane"
2019-sp,SOC,163,Social Problems,0,9,4,6,1,1,3,0,2,0,0,0,3,0,"Akresh, Ilana R"
2019-sp,SOC,196,Issues in Sociology,0,15,2,0,1,1,0,0,0,0,1,0,3,0,"McDermott, Monica"
2019-sp,SOC,196,Issues in Sociology,0,17,3,1,2,0,0,1,0,0,1,0,2,0,"Van Heuvelen, Thomas A"
2019-sp,SOC,200,Intro to Sociological Theory,0,29,9,2,5,3,2,1,4,2,0,0,1,0,"McDermott, Monica"
2019-sp,SOC,225,Race and Ethnicity,7,8,9,3,8,6,4,3,0,0,0,0,0,0,"Moussawi, Ghassan"
2019-sp,SOC,274,"Health, Illness and Society",6,25,7,3,6,1,0,0,2,0,2,0,1,0,"VanHeuvelen, Jane"
2019-sp,SOC,275,Criminology,1,14,0,7,7,0,2,7,0,2,2,0,1,0,"Singh, Ajay"
2019-sp,SOC,275,Criminology,2,11,7,1,6,1,1,1,0,1,1,2,0,0,"Morrow, Rebecca L"
2019-sp,SOC,275,Criminology,0,19,5,1,4,5,1,0,1,0,0,0,2,0,"Lee, Meggan J"
2019-sp,SOC,350,Technology and Society,0,39,0,7,1,0,7,0,0,0,1,0,0,0,"Steward, Daniel J"
2019-sp,SOC,375,Criminal Justice System,0,18,20,6,9,4,1,5,3,0,0,0,0,0,"Marshall, Anna-Maria"
2019-sp,SOC,378,Sociology of Law,0,44,1,8,2,0,4,0,0,0,1,0,0,0,"Steward, Daniel J"
2019-sp,SOC,396,Topics in Sociology,6,11,0,1,4,0,0,1,0,0,0,0,0,0,"Hopping, David E"
2019-sp,SOC,470,Social Movements,2,3,9,3,2,0,0,0,0,0,1,0,1,1,"Bayat, Asef"
2019-sp,SOC,479,Law and Society,0,6,14,2,5,4,0,2,3,0,0,0,0,0,"Marshall, Anna-Maria"
2019-sp,SOCW,200,Introduction to Social Work,1,5,8,8,1,0,0,1,1,0,1,0,1,0,"Earls Larrison, Tara"
2019-sp,SOCW,200,Introduction to Social Work,6,15,5,4,2,3,1,1,2,1,1,0,3,0,"Bennett, Kyle M"
2019-sp,SOCW,240,Death & Dying,5,10,6,5,1,0,0,0,0,0,0,0,2,0,"Andrade, Flavia C"
2019-sp,SOCW,297,Asian Families in America,0,38,0,0,1,0,0,0,0,0,0,0,0,0,"Balgopal, Anita A"
2019-sp,SOCW,300,Diversity: Identities & Issues,0,23,8,10,10,4,0,2,1,0,1,0,1,0,"Carter-Black, Janet D"
2019-sp,SOCW,300,Diversity: Identities & Issues,1,27,9,6,8,2,0,2,0,0,2,0,1,0,"Carter-Black, Janet D"
2019-sp,SOCW,321,Social Entre & Social Change,0,10,8,6,1,0,2,1,0,0,0,0,0,0,"Mauck, Carol W"
2019-sp,SOCW,360,Social Work and the Military,19,4,2,0,0,1,0,2,0,0,0,0,0,0,"Crowell, Dennis J"
2019-sp,SOCW,402,Practice II,0,12,1,1,5,2,1,2,0,0,0,0,0,0,"Bragg, Mary"
2019-sp,SOCW,402,Practice II,7,6,2,0,2,1,1,0,0,1,1,0,1,0,"Cintron, Valerie"
2019-sp,SOCW,410,Social Welfare Pol and Svcs,0,19,0,0,4,0,0,2,0,0,0,0,0,0,"Schneider, William J"
2019-sp,SOCW,410,Social Welfare Pol and Svcs,8,10,6,2,1,0,0,0,0,0,0,0,0,0,"Billiot, Shanondora"
2019-sp,SOCW,416,Child Welfare Issues & Trends,0,16,4,1,4,1,0,2,0,0,2,0,0,0,"Lindsey, Brenda C"
2019-sp,SOCW,417,Dementia Care for Older Adults,0,15,2,0,3,0,0,0,0,0,0,0,1,0,"Mauck, Carol W"
2019-sp,SOCW,451,HBSE I: Human Development,13,4,4,1,0,0,1,0,0,0,0,0,1,0,"Piedra, Lissette"
2019-sp,SOCW,451,HBSE I: Human Development,11,0,7,0,2,0,0,0,0,1,1,0,0,0,"Andrade, Flavia C"
2019-sp,SOCW,470,Field Prac & Prof Seminar II,0,18,5,0,1,1,0,0,0,0,0,0,0,0,"Munoz-Najar, Julie L"
2019-sp,SOCW,470,Field Prac & Prof Seminar II,0,19,2,3,0,0,0,0,0,0,0,0,0,0,"Rice, Kimberly S"
2019-sp,SOCW,500,SW Practice with Indiv and Fam,0,9,6,4,0,0,2,0,0,0,0,0,0,0,"Harden, Kimberly L"
2019-sp,SOCW,503,Trauma Informed SW w/ Children,0,18,0,2,4,0,1,0,0,0,0,0,0,0,"White-Gibson, Nancy L"
2019-sp,SOCW,507,School Social Work Practice,0,12,5,2,2,0,0,0,0,0,0,0,0,0,"Miller, Deserai L"
2019-sp,SOCW,508,Family Therapy Seminar,4,13,3,1,0,0,0,0,0,0,0,0,0,0,"Shea, Timothy M"
2019-sp,SOCW,509,Adv Clin Assess & Interviewing,8,10,0,2,2,0,0,0,0,0,0,0,0,0,"Cintron, Valerie"
2019-sp,SOCW,515,Intg Health Care Pol and Svcs,4,16,5,1,2,0,0,0,0,0,0,0,0,0,"Tabb, Karen M"
2019-sp,SOCW,516,"Child, Youth and Family Svcs",5,6,0,1,2,1,3,3,0,0,0,0,0,0,"Havlicek, Judith R"
2019-sp,SOCW,519,Public School Policy/Services,0,18,0,0,3,0,0,1,0,0,0,0,0,0,"Wegmann, Kate M"
2019-sp,SOCW,526,Managing Human Service Orgs,1,15,3,0,2,0,0,0,0,0,0,0,1,0,"Mauck, Carol W"
2019-sp,SOCW,552,HBSE II: Mental Disorders,0,9,10,1,4,2,0,0,0,0,0,0,0,0,"Ackerson, Barry J"
2019-sp,SOCW,552,HBSE II: Mental Disorders,4,15,4,1,2,0,0,0,0,0,0,0,0,0,"Crowell, Dennis J"
2019-sp,SOCW,553,Integrated Behav. Health & HC,12,3,5,1,0,0,1,0,0,0,0,0,0,0,"Dunlap Johnson, Kenna E"
2019-sp,SOCW,553,Integrated Behav. Health & HC,6,11,3,2,0,0,0,0,0,0,0,0,0,0,"Liechty, Janet M"
2019-sp,SOCW,589,Social Work and the Law,0,16,4,1,4,0,0,0,0,0,0,0,0,0,"Kopels, Sandra L"
2019-sp,SOCW,589,Social Work and the Law,0,11,8,6,5,0,0,0,0,0,0,0,0,0,"Kopels, Sandra L"
2019-sp,SPAN,130,Intermediate Spanish,13,6,1,1,2,0,0,0,0,1,0,0,1,0,"Cummings, Laura D"
2019-sp,SPAN,208,Oral Spanish,8,6,2,3,0,0,1,1,0,0,0,0,0,0,"Greppi, Teresa M"
2019-sp,SPAN,228,Spanish Composition,4,5,5,2,2,3,0,0,0,0,0,1,0,0,"Arruti Iparragu, Maria"
2019-sp,SPAN,252,Intro to Hispanic Linguistics,5,7,3,2,3,2,1,0,0,0,2,0,0,0,"Mostacero Pinil, Cristina"
2019-sp,SPAN,303,The Sounds of Spanish,9,4,0,4,3,1,0,0,0,0,0,0,0,0,"Icardo Isasa, Ane"
2019-sp,SPAN,307,Bilingualism,2,16,1,1,2,0,0,0,0,0,0,0,0,0,"Henshaw, Florencia G"
2019-sp,SPAN,308,Spanish in the United States,5,9,3,3,3,2,0,0,0,0,0,0,0,0,"Etxebarria Zulu, Eider"
2019-sp,SPAN,308,Spanish in the United States,7,5,2,1,2,2,1,0,0,0,1,0,1,0,"Arechabaleta Re, Begona"
2019-sp,SPED,117,The Culture of Disability,0,307,2,0,17,0,0,5,0,0,2,0,1,0,"Bentz, Johnell L"
2019-sp,SPED,117,The Culture of Disability,0,287,0,0,42,0,0,2,0,0,5,0,3,0,"Bentz, Johnell L"
2019-sp,SPED,312,Intro to Ed Technology,0,30,3,0,1,0,0,0,0,0,0,0,0,0,"Williams, Michael T"
2019-sp,SPED,322,Intro Intellectual Disability,0,41,0,0,10,0,0,0,0,0,0,0,0,0,"Light Shriner, Cheryl L"
2019-sp,SPED,426,Collaboration and Teaming,0,21,5,1,0,0,0,0,0,0,0,0,0,0,"Burke, Meghan M"
2019-sp,SPED,448,Curriculum Development III,0,19,0,0,10,0,0,1,0,0,0,0,0,0,"Light Shriner, Cheryl L"
2019-sp,STAT,100,Statistics,84,72,38,42,42,25,15,15,13,9,5,7,12,3,"Flanagan, Karle A"
2019-sp,STAT,100,Statistics,114,99,53,56,58,43,23,41,13,8,7,4,6,1,"Flanagan, Karle A"
2019-sp,STAT,100,Statistics,0,210,50,38,55,28,14,15,13,5,7,3,13,2,"Yu, Albert"
2019-sp,STAT,200,Statistical Analysis,6,20,10,8,12,5,1,6,5,2,2,1,1,2,"Fireman, Ellen S"
2019-sp,STAT,200,Statistical Analysis,26,67,42,22,22,16,6,3,4,1,1,4,6,0,"Fireman, Ellen S"
2019-sp,STAT,200,Statistical Analysis,5,13,4,3,3,2,0,0,1,0,1,1,0,0,"Liu, Yan"
2019-sp,STAT,200,Statistical Analysis,2,8,7,5,2,3,1,2,1,2,1,0,1,0,"Wang, Runmin"
2019-sp,STAT,200,Statistical Analysis,7,8,7,3,6,3,1,1,0,0,1,0,0,0,"Yuan, Yubai"
2019-sp,STAT,200,Statistical Analysis,2,9,4,0,3,2,2,0,1,0,0,0,0,0,"Yang, Xinming"
2019-sp,STAT,200,Statistical Analysis,2,6,2,1,6,7,3,1,0,0,3,0,2,0,"Chen, Yinyin"
2019-sp,STAT,212,Biostatistics,27,61,21,30,27,13,10,9,2,2,1,0,2,1,"Zhao, Sihai D"
2019-sp,STAT,385,Statistics Programming Methods,7,35,10,10,18,2,4,6,0,0,0,0,0,1,"Balamuta, James J"
2019-sp,STAT,400,Statistics and Probability I,8,65,21,19,24,17,8,10,2,3,6,3,3,0,"Ravat, Uma V"
2019-sp,STAT,400,Statistics and Probability I,0,40,16,10,18,8,6,19,9,5,0,7,8,1,"Fellouris, Georgios"
2019-sp,STAT,400,Statistics and Probability I,14,25,24,16,19,14,13,10,4,4,2,2,8,1,"Lan, Shiwei"
2019-sp,STAT,400,Statistics and Probability I,18,70,20,16,21,10,5,6,3,1,2,2,10,1,"Ravat, Uma V"
2019-sp,STAT,408,Actuarial Statistics I,2,11,9,9,3,13,0,3,3,1,2,8,4,0,"Lee, Hyoeun"
2019-sp,STAT,410,Statistics and Probability II,5,18,24,11,6,2,0,4,0,0,0,0,3,0,"Yang, Yun"
2019-sp,STAT,410,Statistics and Probability II,7,25,7,8,7,9,0,4,5,0,4,0,3,2,"Stepanov, Alexey G"
2019-sp,STAT,410,Statistics and Probability II,11,17,7,10,10,5,0,4,7,0,2,0,4,0,"Stepanov, Alexey G"
2019-sp,STAT,420,Methods of Applied Statistics,9,45,10,3,7,2,5,3,0,0,1,0,2,0,"Stepanov, Alexey G"
2019-sp,STAT,420,Methods of Applied Statistics,17,28,11,5,9,6,4,2,0,0,1,0,0,0,"Stepanov, Alexey G"
2019-sp,STAT,420,Methods of Applied Statistics,2,17,24,11,15,7,1,1,0,0,0,1,2,0,"Zhu, Ruoqing"
2019-sp,STAT,424,Analysis of Variance,3,9,7,4,2,1,0,0,0,0,0,0,0,0,"Yang, Yun"
2019-sp,STAT,425,Applied Regression and Design,9,23,4,10,11,3,5,7,2,2,4,0,2,0,"Douglas, Jeffrey A"
2019-sp,STAT,425,Applied Regression and Design,6,14,6,12,11,3,9,5,7,3,1,1,2,0,"Culpepper, Steven A"
2019-sp,STAT,426,Sampling and Categorical Data,12,26,14,9,8,1,4,2,0,0,0,0,0,1,"Park, Trevor H"
2019-sp,STAT,428,Statistical Computing,3,14,5,10,8,6,5,9,2,1,2,1,2,1,"Ravat, Uma V"
2019-sp,STAT,430,MachineLearning Financial Data,11,7,3,3,3,0,2,3,1,1,3,0,2,1,"Hua, Lei"
2019-sp,STAT,430,Introduction to Data Science,9,4,4,8,2,1,0,0,0,0,0,0,0,0,"Stodden, Victoria"
2019-sp,STAT,430,DataScience ProgrammingMethods,11,12,10,6,2,2,0,0,0,0,0,1,0,0,"Eddelbuettel, Dirk"
2019-sp,STAT,431,Applied Bayesian Analysis,7,38,18,8,5,4,1,0,0,1,1,0,0,0,"Park, Trevor H"
2019-sp,STAT,432,Basics of Statistical Learning,44,14,12,3,8,1,6,6,4,0,0,0,1,1,"Lan, Shiwei"
2019-sp,STAT,440,Statistical Data Management,9,21,23,7,6,7,2,0,1,2,1,0,3,0,"Unger, David"
2019-sp,STAT,448,Advanced Data Analysis,3,13,13,2,2,1,0,0,0,0,0,0,1,0,"Kinson, Christopher L"
2019-sp,STAT,448,Advanced Data Analysis,4,12,14,5,2,0,1,0,0,0,0,0,0,0,"Unger, David"
2019-sp,STAT,448,Advanced Data Analysis,1,7,12,7,1,2,0,0,0,1,0,0,0,0,"Kinson, Christopher L"
2019-sp,STAT,480,Data Science Foundations,1,14,3,5,6,5,1,1,0,0,0,0,0,0,"Glosemeyer, Darren W"
2019-sp,STAT,480,Data Science Foundations,0,6,10,4,4,3,1,3,0,0,0,1,0,0,"Glosemeyer, Darren W"
2019-sp,STAT,510,Mathematical Statistics I,3,21,12,4,3,1,0,2,1,0,0,0,0,0,"Chen, Xiaohui"
