YearTerm,Subject,Number,Course Title,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Primary Instructor
2018-sp,KIN,122,Physical Activity and Health,14,15,16,10,13,6,2,2,0,1,1,1,0,1,"Bensken, Jeanine D"
2018-sp,KIN,122,Physical Activity and Health,306,102,129,41,33,26,7,6,4,0,1,2,11,3,"Bensken, Jeanine D"
2018-sp,KIN,125,Orientation KIN & Comm Health,0,81,0,0,5,0,0,0,0,0,0,0,1,0,"O'Neill, Amy"
2018-sp,KIN,140,Social Sci of Human Movement,18,26,23,19,11,10,10,6,2,2,0,0,1,0,"Gothe, Neha P"
2018-sp,KIN,142,Contemporary Issues in Sport,0,569,0,0,68,0,0,16,0,0,1,0,0,0,"Sydnor, Synthia"
2018-sp,KIN,150,Bioscience of Human Movement,0,47,0,0,34,0,0,21,0,0,8,0,1,1,"Boppart, Marni"
2018-sp,KIN,201,Phys Activity Research Methods,0,99,0,2,3,0,0,1,0,0,0,0,1,1,"Shelley, Susan"
2018-sp,KIN,247,Intro to Sport Psychology,0,20,0,0,5,0,0,0,0,0,0,0,0,0,"Mullen, Sean P"
2018-sp,KIN,247,Intro to Sport Psychology,0,653,17,12,19,3,3,6,4,2,1,0,3,0,"Phansikar, Madhura Abhay"
2018-sp,KIN,249,Sport & Modern Society,436,119,57,25,29,16,7,11,2,5,2,2,11,0,"Littlefield, Melissa M"
2018-sp,KIN,259,Motor Development and Control,0,7,8,7,14,19,7,16,7,3,3,0,2,0,"Carlson, Kristin N"
2018-sp,KIN,262,"Motor Develop, Growth & Form",0,6,5,4,4,2,1,2,2,1,0,0,1,0,"Carlson, Kristin N"
2018-sp,KIN,268,Children's Movement,1,19,0,10,11,0,0,4,0,0,0,0,0,1,"McLoughlin, Gabriella M"
2018-sp,KIN,340,Soc & Psych of Phys Activity,0,52,32,16,17,7,5,3,2,1,0,0,0,1,"Petruzzello, Steven J"
2018-sp,KIN,346,Case Study: Endless Summer,0,18,0,0,2,0,0,1,0,0,0,0,0,0,"Sydnor, Synthia"
2018-sp,KIN,352,Bioenergetics of Movement,0,67,3,0,30,0,0,14,0,0,0,0,1,0,"Burd, Nicholas A"
2018-sp,KIN,355,Biomechanics of Human Movement,10,21,16,9,12,7,6,7,5,1,3,0,0,0,"Rice, Ian M"
2018-sp,KIN,369,Coaching Strategies,14,17,6,4,1,0,1,0,0,0,0,0,0,1,"Crull, Gary S"
2018-sp,KIN,401,Measure & Eval in Kinesiology,0,76,22,7,13,3,1,1,1,0,0,0,1,1,"Zhu, Weimo"
2018-sp,KIN,443,Psychophysiology in Ex & Sport,0,63,0,6,6,0,2,1,0,0,0,0,1,0,"Petruzzello, Steven J"
2018-sp,KIN,452,Clin & Applied Ex Physiology,0,9,0,3,6,1,0,1,0,0,0,0,1,0,"Konopka, Adam R"
2018-sp,KIN,494,Special Topics: Hlth Behv,0,28,0,0,2,0,0,0,0,0,0,0,0,0,"Khan, Naiman A"
2018-sp,LA,314,History of World Landscapes,6,8,8,3,2,1,1,0,1,0,0,1,1,0,"Kraszewska, Katherine T"
2018-sp,LA,314,History of World Landscapes,6,13,7,3,1,1,0,0,2,1,0,0,0,0,"Kraszewska, Katherine T"
2018-sp,LA,314,History of World Landscapes,9,24,5,0,0,6,0,0,0,0,0,0,0,0,"Kraszewska, Katherine T"
2018-sp,LA,480,Sustainable Design Principles,7,8,12,11,8,2,4,2,0,0,0,0,0,0,"Deal, Brian M"
2018-sp,LAS,102,Transfer Advantage,11,4,3,2,2,0,0,0,0,0,0,0,0,0,"Soranso, Murillo S"
2018-sp,LAS,399,Leadership & Prof Development,46,20,14,1,1,3,2,0,0,0,0,0,0,0,"Soranso, Murillo S"
2018-sp,LAS,399,Leadership & Prof Development,52,4,2,0,1,1,0,0,0,0,1,0,0,0,"Chlebanowski, Rachel L"
2018-sp,LAW,501,Professional Resp (GRAD),1,7,4,7,3,2,0,0,0,0,0,0,0,0,"Kordik, Ellen R"
2018-sp,LAW,604,Criminal Law,1,6,4,20,6,8,2,1,0,1,0,0,0,0,"Hurd, Heidi M"
2018-sp,LAW,631,Secured Transactions,1,13,11,6,7,6,1,0,1,0,0,1,0,0,"Lawless, Robert M"
2018-sp,LAW,638,White Collar Crime,4,4,10,9,5,1,1,0,0,0,0,0,0,0,"Bohm, Jason M"
2018-sp,LAW,680,Professional Responsibility,1,10,17,19,14,9,0,0,0,0,0,0,0,0,"Kordik, Ellen R"
2018-sp,LER,542,Collective Bargaining,0,30,11,1,0,0,0,0,0,0,0,0,0,0,"Lamare, James R"
2018-sp,LER,545,Economics of Human Resources,0,7,7,5,1,1,0,0,0,0,0,0,0,0,"Forsythe, Elizabeth C"
2018-sp,LER,562,HR Planning and Staffing,0,18,1,1,0,1,0,0,0,0,0,0,0,0,"Wiegand, Justin P"
2018-sp,LER,565,HR Management and Strategy,1,12,4,3,1,2,0,0,0,0,0,0,0,0,"Won, Shinjae"
2018-sp,LER,568,Firm Performance and HR,0,3,3,6,7,3,0,0,0,0,0,0,0,0,"Weaver, Andrew"
2018-sp,LER,569,Power & Influence in HRM,2,17,9,2,0,0,0,0,0,0,0,0,0,0,"Benton, Richard"
2018-sp,LER,590,"Emp Stress, Well-Being & Saf",14,4,4,2,0,1,0,0,0,0,0,0,0,0,"Park, YoungAh"
2018-sp,LER,590,"Infl, Chng & Politics in Org",20,5,2,1,1,0,0,0,0,0,0,0,1,0,"Schultz, James M"
2018-sp,LER,590,"Work, Family and Orgnizations",1,16,8,6,0,0,0,0,0,0,0,0,0,0,"Kramer, Amit"
2018-sp,LER,590,Workforce Policies & Partnersh,0,5,11,11,8,3,0,0,0,0,0,0,0,0,"Weaver, Andrew"
2018-sp,LER,593,Quantitative Methods in LER,0,24,0,1,2,0,0,0,0,0,0,0,0,0,"Martocchio, Joseph J"
2018-sp,LER,595,Managing Diversity Globally,1,11,8,2,0,0,0,0,0,0,0,0,0,0,"Kramer, Amit"
2018-sp,LING,100,Intro to Language Science,7,28,28,14,10,5,5,6,2,1,0,1,2,2,"Weissman, Benjamin P"
2018-sp,LING,111,Language in Globalization,49,39,9,9,18,3,1,4,2,0,1,0,2,0,"Bhatt, Rakesh M"
2018-sp,LING,210,Language History,0,16,10,3,12,1,5,1,0,0,0,0,1,0,"Im, Suyeon"
2018-sp,LING,225,"Language, Mind, and Brain",1,4,5,3,7,4,1,2,0,1,2,1,2,0,"Choi, Sea Hee"
2018-sp,LING,250,Language Diversity in the USA,6,7,4,3,1,4,3,2,0,2,1,0,0,1,"Smalls, Krystal A"
2018-sp,LING,270,"Language, Technology & Society",11,5,6,4,5,1,1,0,2,0,0,0,0,0,"Adams, Chase M"
2018-sp,LING,301,Elements of Syntax,4,10,5,5,4,4,2,3,0,0,0,0,3,0,"Talic, Aida"
2018-sp,LING,307,Elmnts Semantics & Pragmatics,3,3,7,7,10,6,1,4,1,0,1,0,0,1,"Lasersohn, Peter N"
2018-sp,LING,406,Intro to Computational Ling,15,25,5,0,2,0,0,1,0,0,2,0,4,0,"Girju, Corina R"
2018-sp,LING,489,Theoretical Foundations of SLA,2,14,3,3,1,0,0,0,0,0,1,0,0,0,"Kang, Hyun-Sook"
2018-sp,LLS,100,Intro Latina/Latino Studies,5,6,3,2,3,1,3,1,0,0,0,0,1,0,"Madarieta, Ethan"
2018-sp,LLS,100,Intro Latina/Latino Studies,0,8,2,2,3,3,3,0,0,0,0,0,1,0,"Madarieta, Ethan"
2018-sp,LLS,100,Intro Latina/Latino Studies,3,10,5,2,2,2,0,0,0,0,0,0,0,0,"Ortiz, Lisa"
2018-sp,LLS,238,Latina/o Social Movements,3,4,9,6,6,0,0,0,0,0,0,0,1,0,"Camacho, Angelica"
2018-sp,LLS,250,Latina/os on the Bronze Screen,21,9,0,0,3,0,0,0,0,0,0,0,1,0,"Molina, Isabel"
2018-sp,LLS,265,Politics of Hip Hop,0,14,5,4,5,1,3,0,0,0,0,0,1,0,"Coyoca, Wilfred D"
2018-sp,LLS,355,Race and Mixed Race,2,11,3,2,3,0,0,3,0,0,0,0,0,0,"Dowling, Julie"
2018-sp,MACS,100,Intro to Popular TV & Movies,2,13,4,1,0,0,0,1,0,1,0,0,0,0,"Helmke, William H"
2018-sp,MACS,100,Intro to Popular TV & Movies,3,7,2,3,3,0,1,1,0,1,1,0,0,0,"Helmke, William H"
2018-sp,MACS,100,Intro to Popular TV & Movies,8,6,3,1,1,0,0,2,1,1,0,0,0,0,"Helmke, William H"
2018-sp,MACS,100,Intro to Popular TV & Movies,9,6,5,1,1,1,0,1,0,0,0,0,0,1,"Faust, Ted R"
2018-sp,MACS,100,Intro to Popular TV & Movies,8,9,3,2,1,0,0,0,0,0,2,0,0,0,"Mukhopadhyay, Anirban"
2018-sp,MACS,100,Intro to Popular TV & Movies,6,7,6,1,1,1,0,0,0,0,1,0,0,0,"Gao, Yiran"
2018-sp,MACS,100,Intro to Popular TV & Movies,5,7,5,2,1,1,0,0,0,0,0,0,0,0,"Gao, Yiran"
2018-sp,MACS,100,Intro to Popular TV & Movies,3,6,4,3,7,0,0,0,0,0,0,1,0,0,"Gu, Jingyi"
2018-sp,MACS,100,Intro to Popular TV & Movies,9,4,3,2,3,1,0,0,0,0,0,1,0,0,"Mukhopadhyay, Anirban"
2018-sp,MACS,100,Intro to Popular TV & Movies,4,3,5,4,2,3,1,0,1,0,0,0,0,0,"Peng, Anqi"
2018-sp,MACS,100,Intro to Popular TV & Movies,2,4,4,4,5,1,0,0,0,0,0,0,2,0,"Carrillo Fuchs, David E"
2018-sp,MACS,100,Intro to Popular TV & Movies,5,4,5,1,2,1,0,0,0,0,0,0,3,1,"Carrillo Fuchs, David E"
2018-sp,MACS,100,Intro to Popular TV & Movies,11,3,3,1,3,0,0,0,0,0,0,0,0,0,"Carrillo Fuchs, David E"
2018-sp,MACS,100,Intro to Popular TV & Movies,6,6,2,3,1,0,1,0,0,0,0,0,2,0,"McSwain, Megan"
2018-sp,MACS,101,Intro to the Media,0,4,7,6,5,3,0,0,1,0,0,0,2,0,"Das, Susmita"
2018-sp,MACS,101,Intro to the Media,3,4,7,6,4,3,0,0,0,0,1,1,0,0,"Ahn, Sungyong"
2018-sp,MACS,101,Intro to the Media,3,10,8,3,2,1,1,0,1,0,0,2,2,0,"Ban, Youngkwan"
2018-sp,MACS,101,Intro to the Media,1,9,1,2,2,4,2,2,2,0,0,0,2,1,"Das, Susmita"
2018-sp,MACS,101,Intro to the Media,4,3,9,12,2,1,0,0,0,0,0,0,0,0,"Ahn, Sungyong"
2018-sp,MACS,101,Intro to the Media,4,8,6,4,5,0,0,1,0,0,0,1,0,0,"Malo, Gabriel R"
2018-sp,MACS,101,Intro to the Media,1,0,2,6,4,7,4,2,0,0,0,0,0,1,"Wilson, Kerry B"
2018-sp,MACS,101,Intro to the Media,1,6,8,3,6,2,0,1,0,0,0,0,0,0,"Lin, Chunfeng"
2018-sp,MACS,101,Intro to the Media,3,14,10,1,4,0,0,0,0,0,0,0,0,0,"Lin, Chunfeng"
2018-sp,MACS,101,Intro to the Media,0,1,0,2,9,5,4,3,0,0,1,0,0,0,"Wilson, Kerry B"
2018-sp,MACS,101,Intro to the Media,7,12,3,2,2,2,0,0,1,0,1,0,0,0,"Ban, Youngkwan"
2018-sp,MACS,101,Intro to the Media,8,12,4,2,1,0,1,1,0,0,0,1,0,0,"Kristensen, Morten Stinus"
2018-sp,MACS,101,Intro to the Media,2,11,9,1,6,0,1,0,0,0,0,0,0,0,"Malo, Gabriel R"
2018-sp,MACS,166,Contemporary Media Literacy,0,2,12,4,2,1,1,0,0,0,0,0,0,0,"Oyallon-Koloski, Jenny"
2018-sp,MACS,199,James Bond & Soc. Change,3,7,7,4,1,1,0,2,0,1,0,0,2,0,"Parrott, Julian D"
2018-sp,MACS,224,Sportsmedia Technology Culture,0,24,1,1,1,0,0,0,0,0,0,0,0,0,"Lewis, Jonothan B"
2018-sp,MACS,262,Survey of World Cinema II,0,7,4,7,13,5,1,4,2,0,0,0,1,0,"Long, Derek R"
2018-sp,MACS,264,Creative and Info Economies,0,7,4,4,3,2,2,1,0,0,1,0,2,0,"Grosse, Meghan L"
2018-sp,MACS,295,A World of Death & Blood,0,22,2,1,0,0,0,0,0,0,0,0,0,0,"Knipp, Jonathan A"
2018-sp,MACS,320,Popular Culture,3,26,2,0,2,1,0,0,0,0,0,0,0,0,"Salvo, James M"
2018-sp,MACS,320,Popular Culture,2,13,0,2,1,0,1,1,2,0,2,0,0,0,"Brown, Stephanie A"
2018-sp,MACS,321,ThumbsDown! Movies Ebert Hated,0,22,4,0,0,0,0,1,0,0,0,0,0,0,"Knipp, Jonathan A"
2018-sp,MACS,323,Video and Audio Production,15,4,3,3,2,0,0,0,0,0,0,0,0,0,"Kurt, Eric M"
2018-sp,MACS,351,Social Aspects of Media,1,7,5,5,3,2,0,2,1,0,3,0,0,0,"Reisner, Ann E"
2018-sp,MACS,356,Sex & Gender in Popular Media,1,42,8,2,10,1,0,3,0,0,1,0,0,1,"Ruehlicke, Andrea"
2018-sp,MACS,466,Japanese Cinema,4,9,4,2,1,0,3,0,0,0,0,0,1,0,"Tierney, Robert"
2018-sp,MATH,103,Theory of Arithmetic,3,17,1,1,10,0,1,2,0,0,0,0,0,0,"Hoffmeister, April M"
2018-sp,MATH,112,Algebra,0,1,1,1,3,1,1,3,3,2,1,0,4,1,"Johnson, Rebecca L"
2018-sp,MATH,115,Preparation for Calculus,2,12,0,4,16,5,3,24,1,3,6,2,10,1,"Hoffmeister, April M"
2018-sp,MATH,117,Elementary Mathematics,2,14,2,1,6,0,0,1,0,0,0,0,0,0,"Hoffmeister, April M"
2018-sp,MATH,124,Finite Mathematics,1,4,3,2,3,3,2,2,0,0,0,1,0,0,"Wright, Benjamin W"
2018-sp,MATH,124,Finite Mathematics,9,6,2,4,3,3,0,0,0,0,0,0,0,0,"Wright, Benjamin W"
2018-sp,MATH,124,Finite Mathematics,2,7,4,3,6,2,0,0,1,0,1,0,1,1,"Madden, Erin E"
2018-sp,MATH,124,Finite Mathematics,1,11,4,2,2,0,1,2,0,0,0,0,2,0,"Madden, Erin E"
2018-sp,MATH,124,Finite Mathematics,1,6,3,6,2,1,2,2,0,0,1,2,0,0,"Mastroeni, Matthew N"
2018-sp,MATH,124,Finite Mathematics,2,6,7,2,2,2,1,0,2,1,0,0,1,1,"Reddy, Alison"
2018-sp,MATH,124,Finite Mathematics,1,3,4,1,3,6,3,0,3,0,0,0,2,0,"Reddy, Alison"
2018-sp,MATH,181,A Mathematical World,0,6,3,6,5,1,2,1,0,0,0,0,0,2,"Burson, Hannah E"
2018-sp,MATH,210,Theory of Interest,14,5,8,13,4,3,6,4,1,0,7,0,4,1,"Buysse, Klara T"
2018-sp,MATH,213,Basic Discrete Mathematics,3,9,3,4,3,1,0,2,0,0,1,0,1,0,"Zhang, Xin"
2018-sp,MATH,213,Basic Discrete Mathematics,1,11,4,1,0,2,0,5,1,1,2,0,1,1,"Zhang, Xin"
2018-sp,MATH,220,Calculus,12,23,18,19,28,22,32,26,13,13,8,6,19,0,"Folwaczny, Lena C"
2018-sp,MATH,220,Calculus,12,25,18,14,41,23,35,27,16,15,10,6,11,0,"Folwaczny, Lena C"
2018-sp,MATH,220,Calculus,6,14,12,14,12,3,5,4,1,1,2,1,2,0,"Clifton, Sara M"
2018-sp,MATH,225,Introductory Matrix Theory,3,40,20,13,25,19,9,7,4,4,3,3,7,0,"Ivanov, Sergei V"
2018-sp,MATH,225,Introductory Matrix Theory,2,24,21,17,26,9,8,4,4,0,6,3,3,0,"Ivanov, Sergei V"
2018-sp,MATH,231,Calculus II,26,39,29,19,34,31,20,14,21,7,7,8,5,1,"Petrickova, Sarka"
2018-sp,MATH,231,Calculus II,35,38,23,15,39,21,20,16,12,17,8,3,8,0,"Petrickova, Sarka"
2018-sp,MATH,231,Calculus II,21,36,20,14,31,24,16,13,9,10,5,5,6,2,"Martinez Robles, Jaime Ni"
2018-sp,MATH,231,Calculus II,29,34,18,18,24,23,16,21,18,10,4,3,4,0,"Petrickova, Sarka"
2018-sp,MATH,231,Calculus II,1,2,3,0,4,4,2,2,1,1,0,2,0,1,"Ahmed, Iftikhar"
2018-sp,MATH,234,Calculus for Business I,7,15,10,15,33,16,14,19,7,3,8,1,5,4,"Murphy, Robert F"
2018-sp,MATH,234,Calculus for Business I,3,11,3,10,19,3,15,18,10,5,4,0,9,1,"Murphy, Robert F"
2018-sp,MATH,234,Calculus for Business I,0,17,4,19,16,7,9,20,5,7,8,1,8,3,"Murphy, Robert F"
2018-sp,MATH,241,Calculus III,18,26,18,21,40,18,13,32,19,0,16,8,14,1,"Escobar Vega, Laura"
2018-sp,MATH,241,Calculus III,14,34,6,21,45,16,18,35,14,0,12,9,10,2,"Anema, Jason A"
2018-sp,MATH,241,Calculus III,15,20,12,30,42,32,20,51,16,0,16,7,9,2,"Rezk, Charles W"
2018-sp,MATH,241,Calculus III,13,34,23,14,32,17,14,35,10,0,16,5,14,3,"Anema, Jason A"
2018-sp,MATH,241,Calculus III,4,11,8,3,4,1,1,0,0,0,0,0,0,0,"Hildebrand, A J"
2018-sp,MATH,285,Intro Differential Equations,11,24,17,5,17,8,4,9,12,4,4,2,3,0,"Oikhberg, Timur"
2018-sp,MATH,285,Intro Differential Equations,13,20,27,12,25,21,10,18,7,4,1,3,4,0,"Oikhberg, Timur"
2018-sp,MATH,285,Intro Differential Equations,19,26,20,14,18,13,12,17,15,4,3,0,1,1,"Laugesen, Richard S"
2018-sp,MATH,285,Intro Differential Equations,27,27,20,12,7,18,14,16,8,2,5,2,3,0,"Laugesen, Richard S"
2018-sp,MATH,286,Intro to Differential Eq Plus,7,34,21,8,21,11,8,7,6,2,2,3,5,0,"Stone, Corey D"
2018-sp,MATH,286,Intro to Differential Eq Plus,11,34,30,14,25,12,21,19,7,4,4,3,3,0,"Stone, Corey D"
2018-sp,MATH,347,Fundamental Mathematics,1,4,2,4,4,0,1,4,3,0,0,0,0,0,"Ruan, Zhong-Jin"
2018-sp,MATH,347,Fundamental Mathematics,7,4,1,4,0,3,0,0,1,0,4,0,0,0,"Baluyot, Siegfred Alan C"
2018-sp,MATH,347,Fundamental Mathematics,1,2,5,6,2,4,1,0,2,0,0,0,0,0,"Baluyot, Siegfred Alan C"
2018-sp,MATH,347,Fundamental Mathematics,2,5,5,1,1,6,3,0,0,1,0,2,0,0,"Leisman, Katelyn J"
2018-sp,MATH,347,Fundamental Mathematics,1,2,9,6,0,5,2,2,0,0,0,0,0,0,"Kutzarova-Ford, Denka N"
2018-sp,MATH,347,Fundamental Mathematics,4,2,9,3,2,3,1,2,2,0,0,0,0,0,"Kutzarova-Ford, Denka N"
2018-sp,MATH,347,Fundamental Mathematics,0,5,5,1,4,2,1,1,3,2,0,1,0,0,"Leisman, Katelyn J"
2018-sp,MATH,402,Non Euclidean Geometry,1,9,2,1,6,3,2,0,0,0,0,0,1,1,"Culver, Dominic L"
2018-sp,MATH,403,Euclidean Geometry,4,5,2,6,4,0,2,2,0,0,0,0,0,0,"Mortensen, Karen P"
2018-sp,MATH,410,Lin Algebra & Financial Apps,5,15,8,5,8,5,0,3,2,0,1,0,1,0,"Chong, Wing Fung"
2018-sp,MATH,412,Graph Theory,2,5,4,5,9,4,2,5,1,0,2,0,1,0,"Lavrov, Mikhail P"
2018-sp,MATH,413,Intro to Combinatorics,6,2,8,11,6,5,3,0,0,1,0,4,2,0,"Yong, Alexander N"
2018-sp,MATH,413,Intro to Combinatorics,5,2,9,9,4,2,3,3,0,0,4,2,2,0,"Yong, Alexander N"
2018-sp,MATH,414,Mathematical Logic,6,6,1,0,7,1,0,3,2,0,0,1,0,0,"Walsberg, Erik D"
2018-sp,MATH,415,Applied Linear Algebra,2,13,26,37,22,19,19,18,12,6,1,1,2,1,"Dyachenko, Sergey A"
2018-sp,MATH,415,Applied Linear Algebra,8,15,20,36,23,21,26,23,12,3,1,3,2,0,"Muncaster, Robert G"
2018-sp,MATH,415,Applied Linear Algebra,3,22,26,24,19,29,34,14,22,6,3,0,2,1,"Contreras Palac, Ivan G"
2018-sp,MATH,415,Applied Linear Algebra,6,21,21,25,37,19,30,23,10,6,1,2,1,1,"Contreras Palac, Ivan G"
2018-sp,MATH,415,Applied Linear Algebra,4,3,6,1,1,3,1,1,2,0,1,1,1,0,"Haboush, William J"
2018-sp,MATH,416,Abstract Linear Algebra,4,2,3,4,0,3,1,2,4,0,0,2,1,0,"Dunfield, Nathan M"
2018-sp,MATH,416,Abstract Linear Algebra,4,6,3,6,1,3,2,3,2,0,0,1,0,0,"Dunfield, Nathan M"
2018-sp,MATH,416,Abstract Linear Algebra,1,4,2,2,8,3,4,2,0,0,0,0,0,0,"Stojanoska, Vesna"
2018-sp,MATH,417,Intro to Abstract Algebra,2,7,2,0,5,0,1,3,1,0,1,0,0,0,"Heller, Jeremiah B"
2018-sp,MATH,417,Intro to Abstract Algebra,0,8,1,3,6,0,1,4,0,0,1,0,1,0,"Heller, Jeremiah B"
2018-sp,MATH,417,Intro to Abstract Algebra,8,0,1,1,2,1,2,4,2,2,0,0,1,0,"Pascaleff, James"
2018-sp,MATH,417,Intro to Abstract Algebra,5,5,3,3,1,2,1,0,0,0,0,0,1,0,"Mineyev, Igor"
2018-sp,MATH,418,Intro to Abstract Algebra II,6,6,0,2,5,0,0,2,0,0,0,0,1,0,"Albin, Pierre"
2018-sp,MATH,441,Differential Equations,8,7,3,4,3,4,4,2,2,0,2,0,3,0,"La Nave, Gabriele"
2018-sp,MATH,441,Differential Equations,9,7,8,6,1,2,2,0,3,0,0,0,1,0,"Tzirakis, Nikolaos"
2018-sp,MATH,441,Differential Equations,7,13,7,2,4,3,1,0,3,0,1,0,1,0,"Tzirakis, Nikolaos"
2018-sp,MATH,442,Intro Partial Diff Equations,2,5,6,1,15,4,2,2,0,0,0,0,0,0,"Junge, Marius"
2018-sp,MATH,444,Elementary Real Analysis,8,3,1,3,2,0,3,2,1,0,0,0,1,0,"Nikolaev, Igor G"
2018-sp,MATH,444,Elementary Real Analysis,6,1,3,1,3,1,3,2,1,0,3,3,0,0,"Nikolaev, Igor G"
2018-sp,MATH,444,Elementary Real Analysis,0,8,6,2,0,0,2,4,1,0,3,0,0,0,"Li, Xiaochun"
2018-sp,MATH,444,Elementary Real Analysis,1,3,0,2,5,4,6,2,2,1,0,0,0,0,"Kirr, Eduard-Wilhelm"
2018-sp,MATH,446,Applied Complex Variables,2,2,1,5,4,3,3,2,0,3,4,6,9,1,"Wu, Jang-Mei G"
2018-sp,MATH,448,Complex Variables,1,5,4,1,3,2,1,3,0,2,0,1,0,0,"Wu, Jang-Mei G"
2018-sp,MATH,453,Elementary Theory of Numbers,1,5,1,2,3,1,5,1,3,1,1,2,1,0,"Berndt, Bruce C"
2018-sp,MATH,461,Probability Theory,3,3,3,3,6,8,1,4,2,1,3,0,3,0,"Hirani, Anil N"
2018-sp,MATH,461,Probability Theory,2,8,3,1,4,1,1,2,2,0,1,0,4,0,"Hirani, Anil N"
2018-sp,MATH,472,Life Contingencies II,8,10,8,8,9,5,11,5,1,0,6,0,6,0,"Buysse, Klara T"
2018-sp,MATH,476,Investments and Fin Markets,9,9,2,2,4,1,0,0,3,0,1,0,0,0,"Hinkkanen, Aimo H"
2018-sp,MATH,478,Loss Models,1,8,8,1,2,3,0,0,1,2,2,1,1,0,"Li, Shu"
2018-sp,MATH,478,Loss Models,2,4,6,2,7,7,1,8,1,0,2,1,1,0,"Li, Shu"
2018-sp,MATH,482,Linear Programming,0,10,7,2,0,0,0,0,1,2,0,1,6,0,"Linz, William B"
2018-sp,MATH,484,Nonlinear Programming,2,13,4,1,3,2,5,1,1,0,0,0,0,0,"Lavrov, Mikhail P"
2018-sp,MATH,490,Statistics for Risk Modeling,1,5,4,6,4,2,2,4,0,0,0,4,1,0,"Linders, Daniel H"
2018-sp,MATH,540,Real Analysis,0,15,10,3,2,0,1,1,0,0,0,0,0,0,"Li, Xiaochun"
2018-sp,MATH,553,Partial Differential Equations,3,8,5,1,2,2,0,0,0,0,0,0,0,0,"Rapti, Zoi"
2018-sp,MBA,503,Ethical Leadership,6,16,8,6,10,3,0,0,0,0,0,0,0,0,"Loyd, Denise L"
2018-sp,MBA,503,Organization Theory & Design,0,26,6,6,10,1,0,0,0,0,0,0,0,0,"Kraatz, Matthew S"
2018-sp,MBA,503,Strategy,10,9,12,10,5,2,0,0,0,0,0,0,0,0,"Somaya, Deepak"
2018-sp,MBA,504,Finance II,25,17,4,2,1,0,0,0,0,0,0,0,0,0,"Yang, Xi"
2018-sp,MBA,504,Accountancy II,10,27,7,4,1,0,0,1,0,0,0,0,0,0,"Augusto Sampaio, Gerlando"
2018-sp,MBA,504,Global Strategy,2,21,19,4,0,1,0,1,0,0,0,0,0,0,"Bucheli, Marcelo"
2018-sp,MBA,505,Negotiations,12,17,9,5,0,0,0,0,0,0,0,0,0,0,"Park, Hun Joon"
2018-sp,MCB,100,Introductory Microbiology,48,33,28,15,42,23,20,19,9,8,9,4,9,0,"Chapman, Kenneth"
2018-sp,MCB,101,Intro Microbiology Laboratory,4,7,2,1,6,1,1,0,1,0,1,0,0,0,"Chapman, Kenneth"
2018-sp,MCB,101,Intro Microbiology Laboratory,3,8,3,1,6,0,0,1,1,0,0,0,0,0,"Chapman, Kenneth"
2018-sp,MCB,101,Intro Microbiology Laboratory,1,7,3,4,4,0,2,2,0,0,0,0,0,0,"Chapman, Kenneth"
2018-sp,MCB,101,Intro Microbiology Laboratory,4,7,1,3,3,2,1,2,0,0,0,0,0,0,"Chapman, Kenneth"
2018-sp,MCB,101,Intro Microbiology Laboratory,2,4,4,1,5,3,0,1,1,0,2,0,0,0,"Chapman, Kenneth"
